arxiv_id_clean,ss_found,citation_count,influential_citations,reference_count,ss_pub_date,max_hindex,mean_hindex,last_author_hindex
2312.00290,1,4.0,0.0,13.0,2023-12-01,7.0,6.0,5.0
2312.00296,1,0.0,0.0,11.0,2023-12-01,39.0,14.0,2.0
2312.00305,1,2.0,1.0,0.0,2023-12-01,3.0,2.25,2.0
2312.09426,1,5.0,0.0,30.0,2023-10-01,28.0,16.0,28.0
2312.00842,1,8.0,0.0,41.0,2023-12-01,8.0,4.75,8.0
2312.00843,1,2.0,0.0,68.0,2023-12-01,8.0,3.1666666666666665,2.0
2312.00336,1,5.0,0.0,49.0,2023-12-01,11.0,5.8,11.0
2312.00342,1,24.0,0.0,29.0,2022-07-01,12.0,10.0,12.0
2312.00344,1,27.0,0.0,26.0,2022-04-01,12.0,10.0,12.0
2312.00352,1,0.0,0.0,3.0,2023-12-01,27.0,11.0,5.0
2312.00356,1,1.0,0.0,57.0,2023-12-01,29.0,9.25,2.0
2312.09257,1,21.0,3.0,0.0,2023-12-01,6.0,6.0,6.0
2312.00359,1,23.0,2.0,96.0,2023-12-01,19.0,8.166666666666666,6.0
2312.11489,1,31.0,2.0,32.0,2023-12-01,15.0,9.625,12.0
2312.00373,1,1.0,0.0,30.0,2023-12-01,1.0,1.0,1.0
2312.00379,1,16.0,3.0,69.0,2023-12-01,22.0,8.2,22.0
2312.00388,1,10.0,0.0,62.0,2023-12-01,12.0,6.4,12.0
2312.00396,1,6.0,0.0,22.0,2023-12-01,22.0,9.666666666666666,22.0
2312.00404,1,0.0,0.0,36.0,2023-12-01,7.0,5.0,2.0
2312.00411,1,0.0,0.0,25.0,2023-12-01,3.0,1.2,3.0
2312.00427,1,4.0,1.0,39.0,2023-12-01,9.0,7.5,9.0
2312.00434,1,4.0,0.0,41.0,2023-12-01,8.0,5.333333333333333,5.0
2401.00642,1,6.0,0.0,21.0,2024-01-01,17.0,7.5,7.0
2401.00676,1,32.0,0.0,28.0,2024-01-01,30.0,12.4,7.0
2401.02981,1,114.0,2.0,34.0,2024-01-01,6.0,6.0,6.0
2401.00689,1,1.0,0.0,84.0,2024-01-01,11.0,4.4,5.0
2401.00690,1,44.0,7.0,41.0,2024-01-01,15.0,8.4,8.0
2401.00698,1,2.0,0.0,25.0,2024-01-01,3.0,1.6666666666666667,3.0
2401.00741,1,41.0,0.0,39.0,2024-01-01,42.0,18.454545454545453,32.0
2401.00751,1,9.0,2.0,77.0,2024-01-01,20.0,9.428571428571429,0.0
2401.00757,1,26.0,1.0,47.0,2024-01-01,31.0,20.25,29.0
2401.00761,1,4.0,0.0,42.0,2024-01-01,29.0,19.285714285714285,29.0
2401.00763,1,41.0,2.0,74.0,2024-01-01,29.0,15.25,29.0
2401.00779,1,2.0,0.0,77.0,2024-01-01,35.0,19.0,35.0
2401.02982,1,13.0,0.0,23.0,2024-01-01,5.0,2.7777777777777777,2.0
2401.00793,1,37.0,4.0,51.0,2024-01-01,9.0,5.25,7.0
2401.00811,1,5.0,1.0,20.0,2024-01-01,17.0,9.0,17.0
2401.00812,1,127.0,3.0,168.0,2024-01-01,24.0,7.166666666666667,6.0
2401.00820,1,90.0,8.0,72.0,2024-01-01,17.0,10.25,6.0
2401.02984,1,87.0,5.0,143.0,2024-01-01,20.0,11.3,4.0
2401.00824,1,0.0,0.0,36.0,2024-01-01,2.0,2.0,2.0
2401.02938,1,12.0,2.0,46.0,2024-01-01,5.0,5.0,5.0
2402.01642,1,21.0,1.0,0.0,2024-01-02,1.0,1.0,1.0
2401.02985,1,13.0,0.0,64.0,2024-01-02,18.0,8.333333333333334,18.0
2401.01044,1,73.0,9.0,62.0,2024-01-02,9.0,8.25,9.0
2401.01053,1,17.0,0.0,61.0,2024-01-02,21.0,12.0,21.0
2401.01068,1,3.0,0.0,82.0,2024-01-02,2.0,2.0,2.0
2401.01076,1,4.0,1.0,21.0,2024-01-02,23.0,12.6,19.0
2401.01078,1,3.0,0.0,15.0,2024-01-02,2.0,2.0,2.0
2401.01089,1,3.0,0.0,30.0,2024-01-02,22.0,11.333333333333334,9.0
2401.01108,1,3.0,1.0,9.0,2024-01-02,5.0,3.142857142857143,5.0
2401.02986,1,2.0,0.0,53.0,2024-01-02,48.0,20.2,5.0
2401.01183,1,30.0,1.0,63.0,2024-01-02,21.0,9.454545454545455,21.0
2401.01197,1,2.0,0.0,16.0,2024-01-02,21.0,9.333333333333334,12.0
2401.01218,1,2.0,0.0,52.0,2024-01-02,42.0,18.0,40.0
2401.01262,1,3.0,0.0,75.0,2024-01-02,4.0,4.0,4.0
2401.01275,1,153.0,21.0,38.0,2024-01-02,10.0,4.75,4.0
2401.01283,1,10.0,2.0,53.0,2024-01-02,48.0,32.5,48.0
2401.00616,1,1.0,0.0,54.0,2024-01-01,28.0,10.25,11.0
2401.00617,1,21.0,3.0,66.0,2024-01-01,4.0,3.25,3.0
2401.00912,1,17.0,1.0,62.0,2024-01-01,17.0,10.25,5.0
2401.00639,1,0.0,0.0,37.0,2024-01-01,6.0,2.6666666666666665,2.0
2401.10262,1,3.0,0.0,35.0,2024-01-01,10.0,6.5,10.0
2401.00652,1,18.0,2.0,10.0,2024-01-01,39.0,13.285714285714286,20.0
2401.00653,1,5.0,0.0,29.0,2024-01-01,39.0,15.333333333333334,20.0
2401.00657,1,8.0,0.0,30.0,2024-01-01,6.0,3.6666666666666665,4.0
2401.00663,1,2.0,0.0,19.0,2024-01-01,10.0,6.571428571428571,7.0
2401.00692,1,8.0,0.0,84.0,2024-01-01,2.0,1.5,2.0
2401.00695,1,2.0,0.0,24.0,2024-01-01,55.0,21.75,55.0
2401.00700,1,5.0,0.0,3.0,2024-01-01,4.0,4.0,4.0
2401.00701,1,19.0,1.0,28.0,2024-01-01,7.0,4.5,4.0
2401.00708,1,22.0,0.0,72.0,2024-01-01,10.0,6.666666666666667,5.0
2401.01382,1,18.0,0.0,21.0,2024-01-01,10.0,7.142857142857143,7.0
2401.00711,1,10.0,0.0,20.0,2024-01-01,10.0,6.375,7.0
2401.01383,1,1.0,0.0,67.0,2024-01-01,38.0,17.2,32.0
2401.00719,1,23.0,0.0,41.0,2023-09-01,66.0,21.875,6.0
2401.00722,1,45.0,2.0,60.0,2024-01-01,6.0,4.0,2.0
2401.00728,1,18.0,2.0,62.0,2024-01-01,24.0,9.333333333333334,24.0
2401.00729,1,30.0,2.0,31.0,2024-01-01,12.0,8.285714285714286,10.0
2401.00921,1,6.0,0.0,48.0,2024-01-01,28.0,11.6,6.0
2401.00736,1,143.0,0.0,193.0,2024-01-01,14.0,9.0,8.0
2401.00739,1,4.0,0.0,43.0,2024-01-01,2.0,2.0,2.0
2401.00740,1,8.0,0.0,84.0,2024-01-01,6.0,4.25,4.0
2402.00019,1,27.0,0.0,434.0,2024-01-01,9.0,9.0,9.0
2401.00766,1,7.0,3.0,0.0,2024-01-01,23.0,12.4,18.0
2401.00789,1,60.0,2.0,85.0,2024-01-01,15.0,10.285714285714286,7.0
2401.00926,1,360.0,8.0,37.0,2024-01-01,13.0,4.909090909090909,2.0
2401.00816,1,6.0,0.0,80.0,2024-01-01,7.0,5.25,7.0
2401.00825,1,20.0,1.0,62.0,2024-01-01,13.0,7.0,13.0
2401.00929,1,31.0,0.0,53.0,2024-01-01,5.0,3.8333333333333335,3.0
2401.00833,1,12.0,0.0,43.0,2024-01-01,24.0,8.5,24.0
2401.00834,1,93.0,11.0,49.0,2024-01-01,13.0,7.2,13.0
2401.01911,1,6.0,0.0,39.0,2024-01-01,5.0,4.5,4.0
2401.00847,1,42.0,1.0,64.0,2024-01-01,8.0,5.5,8.0
2401.00850,1,12.0,0.0,46.0,2024-01-01,20.0,9.666666666666666,5.0
2401.00622,1,8.0,1.0,39.0,2024-01-01,15.0,10.285714285714286,12.0
2401.00625,1,104.0,4.0,0.0,2024-01-01,11.0,6.076923076923077,6.0
2401.00629,1,4.0,3.0,59.0,2024-01-01,13.0,6.75,13.0
2401.00633,1,0.0,0.0,30.0,2024-01-01,61.0,17.333333333333332,14.0
2401.00658,1,11.0,1.0,16.0,2024-01-01,21.0,10.5,7.0
2401.00664,1,1.0,0.0,76.0,2024-01-01,5.0,3.5,2.0
2401.00678,1,32.0,0.0,90.0,2024-01-01,13.0,7.0,8.0
2401.00916,1,11.0,1.0,57.0,2024-01-01,53.0,16.0,7.0
2401.00684,1,7.0,0.0,59.0,2024-01-01,15.0,7.0,12.0
2401.00685,1,17.0,1.0,38.0,2024-01-01,9.0,5.0,2.0
2401.00688,1,3.0,0.0,51.0,2024-01-01,2.0,1.5,2.0
2401.00691,1,0.0,0.0,32.0,2024-01-01,17.0,9.0,17.0
2401.00713,1,18.0,1.0,198.0,2024-01-01,31.0,15.8,21.0
2401.00737,1,4.0,1.0,18.0,2024-01-01,3.0,2.0,2.0
2401.00744,1,5.0,0.0,32.0,2024-01-01,33.0,7.428571428571429,33.0
2401.00755,1,13.0,1.0,43.0,2024-01-01,27.0,6.571428571428571,3.0
2401.00756,1,12.0,0.0,50.0,2023-12-01,17.0,10.0,16.0
2401.01384,1,4.0,0.0,41.0,2024-01-01,13.0,7.5,13.0
2401.00773,1,11.0,0.0,87.0,2024-01-01,5.0,3.5,2.0
2401.00776,1,3.0,0.0,42.0,2024-01-01,2.0,2.0,2.0
2401.00781,1,47.0,0.0,84.0,2024-01-01,24.0,7.333333333333333,24.0
2401.00809,1,15.0,0.0,20.0,2024-01-01,1.0,1.0,1.0
2401.00828,1,3.0,0.0,45.0,2024-01-01,19.0,13.0,19.0
2401.01386,1,0.0,0.0,0.0,2024-01-01,3.0,3.0,3.0
2401.00953,1,0.0,0.0,44.0,2024-01-01,3.0,3.0,3.0
2401.05425,1,7.0,0.0,128.0,2024-01-01,27.0,5.454545454545454,3.0
2401.00961,1,1.0,0.0,8.0,2024-01-01,13.0,4.0,13.0
2402.00251,1,12.0,0.0,57.0,2024-02-01,4.0,3.6666666666666665,4.0
2402.00253,1,356.0,10.0,59.0,2024-02-01,7.0,4.111111111111111,6.0
2402.00263,1,20.0,1.0,58.0,2024-02-01,8.0,6.125,8.0
2402.00271,1,0.0,0.0,8.0,2024-02-01,1.0,1.0,1.0
2402.01767,1,7.0,0.0,26.0,2024-02-01,3.0,2.5,2.0
2402.01769,1,15.0,1.0,41.0,2024-02-01,4.0,2.6666666666666665,3.0
2402.00322,1,15.0,2.0,61.0,2024-02-01,6.0,4.666666666666667,3.0
2402.00345,1,25.0,0.0,32.0,2024-02-01,6.0,4.6,6.0
2402.00367,1,206.0,11.0,93.0,2024-02-01,20.0,11.833333333333334,14.0
2402.00371,1,52.0,3.0,108.0,2024-02-01,19.0,12.5,14.0
2402.00385,1,4.0,0.0,36.0,2024-02-01,16.0,6.8,9.0
2402.00402,1,15.0,2.0,6.0,2024-02-01,5.0,3.0,5.0
2402.00412,1,26.0,2.0,38.0,2024-02-01,19.0,8.2,6.0
2402.00414,1,2.0,0.0,12.0,2024-02-01,3.0,2.1666666666666665,2.0
2402.00421,1,5.0,0.0,43.0,2024-02-01,3.0,3.0,3.0
2402.00446,1,2.0,0.0,46.0,2024-02-01,35.0,20.5,35.0
2402.00453,1,2.0,0.0,47.0,2024-02-01,15.0,6.75,2.0
2402.00474,1,2.0,0.0,63.0,2024-02-01,4.0,2.5,2.0
2402.01772,1,2.0,0.0,32.0,2024-02-01,18.0,11.5,18.0
2402.00913,1,5.0,1.0,54.0,2024-02-01,2.0,1.75,2.0
2402.00530,1,144.0,18.0,55.0,2024-02-01,22.0,11.5,11.0
2402.00559,1,71.0,8.0,64.0,2024-02-01,33.0,15.0,33.0
2402.03471,1,6.0,0.0,27.0,2024-02-01,19.0,9.666666666666666,19.0
2402.01775,1,16.0,0.0,65.0,2023-08-01,10.0,5.166666666666667,4.0
2402.00620,1,4.0,0.0,22.0,2024-02-01,5.0,3.3333333333333335,3.0
2402.00632,1,9.0,0.0,19.0,2024-02-01,45.0,16.0,45.0
2402.00658,1,55.0,2.0,52.0,2024-02-01,65.0,24.4,65.0
2402.00667,1,19.0,3.0,13.0,2024-02-01,8.0,4.5,5.0
2402.01777,1,5.0,0.0,2.0,2024-02-01,29.0,9.0,3.0
2402.00707,1,26.0,1.0,98.0,2024-02-01,19.0,14.666666666666666,10.0
2402.00711,1,2.0,0.0,28.0,2024-02-01,9.0,6.5,4.0
2402.00723,1,11.0,0.0,59.0,2024-02-01,15.0,7.6,9.0
2402.00743,1,4.0,0.0,35.0,2024-02-01,8.0,5.6,6.0
2402.00744,1,24.0,2.0,0.0,2024-02-01,15.0,5.2,6.0
2402.00745,1,22.0,1.0,53.0,2024-02-01,15.0,8.25,9.0
2402.00746,1,31.0,2.0,24.0,2024-02-01,26.0,11.0,12.0
2402.00250,1,11.0,1.0,28.0,2024-02-01,4.0,3.0,4.0
2402.00261,1,2.0,0.0,5.0,2024-02-01,4.0,3.5,3.0
2402.00281,1,19.0,3.0,94.0,2024-02-01,20.0,12.0,10.0
2402.00290,1,4.0,0.0,51.0,2024-02-01,55.0,15.0,18.0
2402.00293,1,11.0,1.0,70.0,2024-02-01,19.0,7.571428571428571,5.0
2402.00295,1,1.0,0.0,26.0,2024-02-01,20.0,11.25,20.0
2402.10090,1,0.0,0.0,19.0,2024-02-01,13.0,7.5,13.0
2402.00300,1,7.0,1.0,23.0,2024-02-01,32.0,16.8,31.0
2402.00304,1,0.0,0.0,0.0,2024-02-01,4.0,3.25,4.0
2402.00319,1,6.0,0.0,42.0,2024-02-01,27.0,17.333333333333332,27.0
2402.00321,1,20.0,1.0,33.0,2024-02-01,30.0,11.857142857142858,17.0
2402.00909,1,4.0,0.0,21.0,2024-02-01,1.0,1.0,1.0
2402.00341,1,32.0,3.0,50.0,2024-02-01,12.0,9.333333333333334,12.0
2402.00353,1,4.0,0.0,34.0,2024-02-01,9.0,6.0,3.0
2402.00357,1,81.0,6.0,44.0,2024-02-01,8.0,6.2,8.0
2402.00375,1,5.0,0.0,12.0,2024-02-01,34.0,18.857142857142858,29.0
2402.00376,1,8.0,0.0,0.0,2024-02-01,30.0,11.0,5.0
2402.00407,1,24.0,3.0,60.0,2024-02-01,12.0,4.5,4.0
2402.00411,1,12.0,2.0,57.0,2024-02-01,24.0,10.333333333333334,24.0
2402.00418,1,13.0,0.0,25.0,2024-02-01,7.0,6.75,6.0
2402.00422,1,46.0,5.0,141.0,2023-08-01,37.0,11.714285714285714,7.0
2402.00433,1,99.0,13.0,63.0,2024-02-01,21.0,11.0,21.0
2402.00448,1,6.0,1.0,29.0,2024-02-01,3.0,3.0,3.0
2402.00467,1,3.0,0.0,24.0,2024-02-01,14.0,9.0,14.0
2402.00912,1,7.0,0.0,30.0,2024-02-01,40.0,17.5,40.0
2402.00481,1,1.0,0.0,30.0,2024-02-01,18.0,9.2,9.0
2402.00525,1,137.0,13.0,49.0,2024-02-01,14.0,7.333333333333333,4.0
2402.00534,1,1.0,0.0,40.0,2024-02-01,28.0,9.25,28.0
2402.00541,1,13.0,0.0,52.0,2024-02-01,17.0,7.428571428571429,13.0
2402.00564,1,6.0,0.0,30.0,2024-02-01,8.0,6.4,8.0
2402.00570,1,25.0,1.0,49.0,2024-02-01,17.0,6.428571428571429,5.0
2402.00575,1,6.0,0.0,0.0,2024-02-01,21.0,8.25,3.0
2402.00576,1,4.0,0.0,45.0,2024-02-01,4.0,2.6,1.0
2402.00593,1,10.0,0.0,28.0,2024-02-01,6.0,4.6,3.0
2402.14022,1,2.0,1.0,24.0,2024-02-01,15.0,10.666666666666666,15.0
2402.00918,1,0.0,0.0,43.0,2024-02-01,6.0,4.0,6.0
2402.00606,1,4.0,0.0,22.0,2024-02-01,5.0,4.25,5.0
2402.00254,1,6.0,0.0,57.0,2024-02-01,2.0,1.6666666666666667,2.0
2402.00258,1,7.0,0.0,43.0,2024-02-01,7.0,6.5,7.0
2402.00284,1,7.0,0.0,69.0,2024-02-01,30.0,20.2,16.0
2402.00904,1,22.0,0.0,71.0,2024-02-01,22.0,11.5,22.0
2402.01768,1,17.0,1.0,44.0,2024-02-01,10.0,5.5,6.0
2402.00906,1,8.0,0.0,37.0,2024-02-01,22.0,9.333333333333334,3.0
2402.00299,1,38.0,2.0,81.0,2024-02-01,5.0,3.0,2.0
2402.00306,1,0.0,0.0,24.0,2024-02-01,10.0,5.5,10.0
2402.00907,1,1.0,0.0,0.0,2024-02-01,2.0,1.6666666666666667,1.0
2402.00310,1,2.0,0.0,42.0,2024-02-01,3.0,2.25,2.0
2402.00313,1,2.0,0.0,24.0,2024-02-01,4.0,2.6666666666666665,2.0
2402.00315,1,0.0,0.0,26.0,2024-02-01,48.0,16.0,8.0
2402.00318,1,5.0,0.0,21.0,2023-10-29,25.0,14.0,25.0
2402.00324,1,1.0,0.0,46.0,2024-02-01,60.0,23.75,16.0
2402.00326,1,116.0,17.0,89.0,2024-02-01,55.0,20.25,55.0
2402.00332,1,3.0,0.0,34.0,2024-02-01,5.0,3.25,3.0
2402.00342,1,2.0,0.0,103.0,2024-02-01,12.0,7.666666666666667,12.0
2402.00347,1,10.0,0.0,89.0,2024-02-01,6.0,3.0,2.0
2402.00348,1,26.0,4.0,69.0,2024-02-01,21.0,12.0,21.0
2402.00355,1,6.0,0.0,32.0,2024-02-01,17.0,6.125,16.0
2402.00388,1,0.0,0.0,43.0,2024-02-01,17.0,8.222222222222221,3.0
2402.00393,1,2.0,0.0,43.0,2024-02-01,21.0,9.0,21.0
2402.00397,1,10.0,1.0,73.0,2024-02-01,8.0,5.666666666666667,2.0
2402.00435,1,11.0,0.0,56.0,2024-02-01,9.0,5.5,2.0
2402.10085,1,0.0,0.0,19.0,2023-12-04,32.0,10.0,32.0
2402.00910,1,6.0,0.0,33.0,2024-02-01,7.0,3.6,7.0
2402.00447,1,37.0,0.0,74.0,2024-02-01,31.0,16.571428571428573,21.0
2403.00198,1,11.0,0.0,30.0,2024-03-01,22.0,8.0,6.0
2403.00199,1,21.0,3.0,43.0,2024-03-01,9.0,6.5,4.0
2403.00212,1,3.0,0.0,13.0,2024-03-01,3.0,3.0,3.0
2403.00226,1,10.0,1.0,57.0,2024-03-01,15.0,10.0,15.0
2403.00231,1,139.0,12.0,63.0,2024-03-01,31.0,12.142857142857142,11.0
2403.00236,1,6.0,0.0,72.0,2024-03-01,16.0,6.4,3.0
2403.00241,1,17.0,1.0,34.0,2024-03-01,7.0,4.5,4.0
2403.00867,1,83.0,10.0,35.0,2024-03-01,15.0,9.666666666666666,15.0
2403.00252,1,7.0,0.0,86.0,2024-03-01,7.0,4.4,3.0
2403.00260,1,6.0,0.0,41.0,2024-03-01,16.0,9.75,16.0
2403.00868,1,3.0,0.0,10.0,2024-03-01,3.0,1.8,1.0
2403.00277,1,50.0,1.0,63.0,2024-03-01,8.0,4.4,3.0
2403.00292,1,0.0,0.0,45.0,2024-03-01,8.0,6.0,8.0
2403.00871,1,44.0,3.0,74.0,2024-03-01,26.0,14.2,19.0
2403.00338,1,2.0,1.0,35.0,2024-03-01,11.0,6.857142857142857,10.0
2403.00876,1,0.0,0.0,21.0,2024-03-01,13.0,5.75,4.0
2403.00354,1,26.0,1.0,26.0,2024-03-01,17.0,9.0,12.0
2403.00370,1,2.0,0.0,40.0,2024-03-01,12.0,9.333333333333334,12.0
2403.00393,1,31.0,0.0,47.0,2024-03-01,32.0,12.833333333333334,15.0
2403.00409,1,122.0,18.0,36.0,2024-03-01,13.0,8.0,8.0
2403.00411,1,12.0,0.0,102.0,2024-03-01,9.0,6.666666666666667,9.0
2403.00417,1,19.0,0.0,38.0,2024-03-01,2.0,2.0,2.0
2403.00418,1,5.0,0.0,39.0,2024-03-01,3.0,2.3333333333333335,3.0
2403.00435,1,11.0,1.0,70.0,2024-03-01,87.0,33.666666666666664,87.0
2403.00438,1,4.0,0.0,23.0,2024-03-01,5.0,3.5,5.0
2403.00887,1,5.0,0.0,19.0,2024-03-01,5.0,2.142857142857143,2.0
2403.00462,1,11.0,0.0,36.0,2024-03-01,11.0,3.75,3.0
2403.00888,1,2.0,0.0,35.0,2024-03-01,9.0,9.0,9.0
2403.00499,1,4.0,0.0,48.0,2024-03-01,9.0,6.5,9.0
2403.00891,1,3.0,0.0,49.0,2024-03-01,18.0,11.0,14.0
2403.00506,1,18.0,2.0,102.0,2024-03-01,23.0,10.0,6.0
2403.00509,1,10.0,0.0,73.0,2024-03-01,4.0,3.75,4.0
2403.00510,1,9.0,0.0,28.0,2024-03-01,3.0,2.3333333333333335,3.0
2403.00528,1,5.0,0.0,12.0,2024-03-01,17.0,11.5,6.0
2403.00553,1,65.0,7.0,53.0,2024-03-01,52.0,14.833333333333334,52.0
2403.00894,1,47.0,1.0,32.0,2024-03-01,15.0,10.5,6.0
2403.00896,1,20.0,1.0,101.0,2024-03-01,18.0,10.6,14.0
2403.00632,1,35.0,0.0,91.0,2024-03-01,8.0,4.0,8.0
2403.00662,1,4.0,0.0,52.0,2024-03-01,14.0,6.0,4.0
2403.00686,1,12.0,2.0,22.0,2024-03-01,12.0,8.666666666666666,7.0
2403.00206,1,4.0,1.0,83.0,2024-03-01,1.0,1.0,1.0
2403.00209,1,19.0,3.0,24.0,2024-03-01,6.0,3.2,6.0
2403.00211,1,0.0,0.0,25.0,2024-03-01,16.0,7.0,4.0
2403.00219,1,32.0,1.0,50.0,2024-03-01,14.0,7.0,4.0
2403.00228,1,0.0,0.0,48.0,2024-03-01,24.0,7.166666666666667,24.0
2403.00865,1,5.0,0.0,63.0,2023-07-12,73.0,39.75,73.0
2403.00245,1,12.0,1.0,30.0,2024-03-01,10.0,6.142857142857143,10.0
2403.00249,1,1.0,0.0,46.0,2024-03-01,29.0,16.727272727272727,10.0
2403.00250,1,3.0,0.0,49.0,2024-03-01,20.0,6.666666666666667,6.0
2403.00254,1,4.0,0.0,22.0,2024-03-01,4.0,3.5,3.0
2403.00257,1,0.0,0.0,28.0,2024-03-01,37.0,8.615384615384615,2.0
2403.00261,1,5.0,0.0,56.0,2024-03-01,15.0,8.714285714285714,15.0
2403.00268,1,6.0,0.0,19.0,2024-03-01,6.0,3.5,6.0
2403.00269,1,11.0,0.0,99.0,2024-03-01,13.0,7.333333333333333,5.0
2403.00270,1,33.0,3.0,0.0,2024-03-01,30.0,12.4,10.0
2403.00272,1,3.0,0.0,27.0,2024-03-01,55.0,29.0,55.0
2403.00274,1,22.0,4.0,48.0,2024-03-01,6.0,3.3333333333333335,6.0
2403.00303,1,19.0,0.0,57.0,2024-03-01,6.0,4.2,2.0
2403.00307,1,2.0,0.0,32.0,2024-03-01,13.0,6.333333333333333,7.0
2403.00325,1,6.0,0.0,43.0,2024-03-01,6.0,3.6,3.0
2403.00326,1,50.0,5.0,45.0,2024-03-01,12.0,4.8,2.0
2403.00327,1,3.0,1.0,33.0,2024-03-01,10.0,6.5,10.0
2403.00352,1,4.0,0.0,45.0,2024-03-01,5.0,4.0,4.0
2403.00353,1,7.0,0.0,43.0,2024-01-01,3.0,2.2,1.0
2403.00366,1,2.0,0.0,97.0,2024-03-01,7.0,3.5,1.0
2403.00372,1,11.0,0.0,61.0,2024-03-01,29.0,10.25,3.0
2403.00376,1,5.0,1.0,43.0,2024-03-01,11.0,5.375,9.0
2403.00394,1,3.0,0.0,48.0,2024-03-01,17.0,12.25,3.0
2403.00396,1,4.0,0.0,19.0,2024-03-01,29.0,12.0,3.0
2403.00402,1,4.0,0.0,34.0,2023-12-01,33.0,16.833333333333332,33.0
2403.00416,1,9.0,2.0,45.0,2024-03-01,15.0,5.666666666666667,1.0
2403.00425,1,179.0,21.0,49.0,2024-03-01,12.0,7.142857142857143,5.0
2403.00426,1,5.0,0.0,8.0,2024-03-01,10.0,6.0,6.0
2403.00436,1,58.0,14.0,73.0,2024-03-01,19.0,7.625,7.0
2403.00437,1,10.0,3.0,62.0,2024-03-01,8.0,5.5,8.0
2403.00452,1,6.0,0.0,20.0,2024-03-01,6.0,5.0,6.0
2403.00459,1,17.0,1.0,49.0,2024-03-01,10.0,5.0,3.0
2403.00467,1,12.0,0.0,52.0,2024-03-01,23.0,11.857142857142858,7.0
2403.15408,1,22.0,4.0,54.0,2024-03-01,28.0,8.0,6.0
2403.00222,1,10.0,1.0,76.0,2024-03-01,8.0,5.5,3.0
2403.00225,1,9.0,0.0,15.0,2024-03-01,6.0,6.0,6.0
2403.00229,1,17.0,1.0,36.0,2024-03-01,15.0,9.0,15.0
2403.00233,1,7.0,0.0,46.0,2024-03-01,35.0,14.4,23.0
2403.00258,1,9.0,1.0,73.0,2024-03-01,49.0,21.142857142857142,15.0
2403.00259,1,3.0,0.0,71.0,2024-03-01,51.0,26.5,51.0
2403.00273,1,0.0,0.0,8.0,2024-03-01,0.0,0.0,0.0
2403.00276,1,3.0,0.0,34.0,2024-03-01,2.0,2.0,2.0
2403.00869,1,5.0,0.0,44.0,2024-03-01,12.0,5.75,5.0
2403.00278,1,12.0,4.0,41.0,2024-03-01,18.0,9.0,18.0
2403.00282,1,4.0,0.0,35.0,2024-03-01,12.0,7.0,12.0
2403.00284,1,32.0,1.0,156.0,2024-03-01,11.0,6.0,11.0
2403.00289,1,4.0,0.0,33.0,2024-03-01,18.0,7.0,18.0
2403.00290,1,1.0,0.0,15.0,2024-03-01,9.0,4.5,6.0
2403.00293,1,10.0,1.0,32.0,2024-03-01,6.0,4.5,3.0
2403.00299,1,5.0,0.0,11.0,2023-12-04,14.0,7.5,1.0
2403.00315,1,3.0,1.0,68.0,2024-03-01,3.0,3.0,3.0
2403.00318,1,0.0,0.0,27.0,2024-03-01,8.0,3.0,1.0
2403.00321,1,10.0,0.0,29.0,2024-03-01,1.0,1.0,1.0
2403.00323,1,22.0,4.0,78.0,2024-03-01,29.0,14.714285714285714,10.0
2403.00329,1,27.0,2.0,68.0,2024-03-01,29.0,14.571428571428571,10.0
2403.00873,1,34.0,1.0,185.0,2024-03-01,17.0,5.6,17.0
2403.00875,1,5.0,0.0,40.0,2024-03-01,29.0,14.4,18.0
2403.00337,1,3.0,0.0,0.0,2024-03-01,5.0,5.0,5.0
2403.00344,1,4.0,1.0,30.0,2024-03-01,5.0,4.5,4.0
2403.00877,1,6.0,0.0,49.0,2024-03-01,26.0,6.928571428571429,8.0
2404.00859,1,43.0,1.0,36.0,2024-04-01,6.0,4.333333333333333,3.0
2404.00862,1,1.0,0.0,61.0,2024-04-01,5.0,3.0,1.0
2404.00884,1,4.0,0.0,39.0,2024-04-01,42.0,19.0,32.0
2404.00899,1,3.0,0.0,17.0,2024-04-01,2.0,2.0,2.0
2406.15362,1,21.0,1.0,37.0,2024-04-01,22.0,7.25,22.0
2404.00913,1,8.0,2.0,62.0,2024-04-01,8.0,4.8,4.0
2404.00914,1,3.0,0.0,30.0,2024-04-01,3.0,2.5,1.0
2404.00925,1,92.0,9.0,74.0,2024-04-01,13.0,7.6,8.0
2404.00929,1,130.0,3.0,200.0,2024-04-01,4.0,2.8333333333333335,2.0
2404.00930,1,8.0,0.0,30.0,2024-04-01,3.0,2.4,3.0
2404.00934,1,33.0,7.0,37.0,2024-04-01,41.0,20.545454545454547,41.0
2404.00938,1,20.0,0.0,36.0,2024-04-01,4.0,2.25,4.0
2404.00942,1,18.0,1.0,71.0,2024-04-01,14.0,7.142857142857143,6.0
2404.00943,1,6.0,0.0,34.0,2024-04-01,14.0,6.0,14.0
2404.00950,1,6.0,0.0,21.0,2024-04-01,2.0,2.0,2.0
2404.01353,1,12.0,0.0,51.0,2024-04-01,22.0,6.166666666666667,3.0
2404.00978,1,5.0,0.0,27.0,2024-04-01,11.0,8.166666666666666,11.0
2404.00990,1,10.0,0.0,0.0,2024-04-01,4.0,3.0,2.0
2404.00998,1,17.0,3.0,33.0,2024-04-01,21.0,13.8,19.0
